vendor,family,part_number,document_type,title,source_url,local_folder,redistribution_status,verification_status,notes
STMicroelectronics,STM32U5,STM32U5,reference_manual_index,STM32U5 reference manual index via official family documentation,https://www.st.com/en/microcontrollers-microprocessors/stm32u5-series.html,06_DATASHEETS/01_MICROCONTROLLERS/STMICRO_STM32/STM32U5,PUBLIC_LINK_ONLY,NEEDS_REVIEW,Exact reference manual links must be selected per subfamily/part.
STMicroelectronics,STM32U5,STM32U5,errata_index,STM32U5 errata index via official family documentation,https://www.st.com/en/microcontrollers-microprocessors/stm32u5-series.html,06_DATASHEETS/01_MICROCONTROLLERS/STMICRO_STM32/STM32U5,PUBLIC_LINK_ONLY,NEEDS_REVIEW,Exact errata sheet must be selected per part/subfamily.
STMicroelectronics,STM32U5,STM32U5,application_note_index,STM32U5 application notes via official family documentation,https://www.st.com/en/microcontrollers-microprocessors/stm32u5-series.html,06_DATASHEETS/01_MICROCONTROLLERS/STMICRO_STM32/STM32U5,PUBLIC_LINK_ONLY,NEEDS_REVIEW,Use official Documentation tab; do not infer app-note applicability.
STMicroelectronics,STM32WB,STM32WB,family_page,STM32WB official family page,https://www.st.com/en/microcontrollers-microprocessors/stm32wb-series.html,06_DATASHEETS/01_MICROCONTROLLERS/STMICRO_STM32/STM32WB,PUBLIC_LINK_ONLY,OFFICIAL_SOURCE_LINK,Official ST family landing page.
STMicroelectronics,STM32WB,STM32WB,datasheet_index,STM32WB datasheet index via official family documentation,https://www.st.com/en/microcontrollers-microprocessors/stm32wb-series.html,06_DATASHEETS/01_MICROCONTROLLERS/STMICRO_STM32/STM32WB,PUBLIC_LINK_ONLY,NEEDS_REVIEW,Exact datasheet links must be selected per part/order code.
STMicroelectronics,STM32WB,STM32WB,reference_manual_index,STM32WB reference manual index via official family documentation,https://www.st.com/en/microcontrollers-microprocessors/stm32wb-series.html,06_DATASHEETS/01_MICROCONTROLLERS/STMICRO_STM32/STM32WB,PUBLIC_LINK_ONLY,NEEDS_REVIEW,Exact reference manual links must be selected per subfamily/part.
STMicroelectronics,STM32WB,STM32WB,errata_index,STM32WB errata index via official family documentation,https://www.st.com/en/microcontrollers-microprocessors/stm32wb-series.html,06_DATASHEETS/01_MICROCONTROLLERS/STMICRO_STM32/STM32WB,PUBLIC_LINK_ONLY,NEEDS_REVIEW,Exact errata sheet must be selected per part/subfamily.
STMicroelectronics,STM32WB,STM32WB,application_note_index,STM32WB application notes via official family documentation,https://www.st.com/en/microcontrollers-microprocessors/stm32wb-series.html,06_DATASHEETS/01_MICROCONTROLLERS/STMICRO_STM32/STM32WB,PUBLIC_LINK_ONLY,NEEDS_REVIEW,Use official Documentation tab; do not infer app-note applicability.
STMicroelectronics,STM32WL,STM32WL,family_page,STM32WL official family page,https://www.st.com/en/microcontrollers-microprocessors/stm32wl-series.html,06_DATASHEETS/01_MICROCONTROLLERS/STMICRO_STM32/STM32WL,PUBLIC_LINK_ONLY,OFFICIAL_SOURCE_LINK,Official ST family landing page.
STMicroelectronics,STM32WL,STM32WL,datasheet_index,STM32WL datasheet index via official family documentation,https://www.st.com/en/microcontrollers-microprocessors/stm32wl-series.html,06_DATASHEETS/01_MICROCONTROLLERS/STMICRO_STM32/STM32WL,PUBLIC_LINK_ONLY,NEEDS_REVIEW,Exact datasheet links must be selected per part/order code.
STMicroelectronics,STM32WL,STM32WL,reference_manual_index,STM32WL reference manual index via official family documentation,https://www.st.com/en/microcontrollers-microprocessors/stm32wl-series.html,06_DATASHEETS/01_MICROCONTROLLERS/STMICRO_STM32/STM32WL,PUBLIC_LINK_ONLY,NEEDS_REVIEW,Exact reference manual links must be selected per subfamily/part.
STMicroelectronics,STM32WL,STM32WL,errata_index,STM32WL errata index via official family documentation,https://www.st.com/en/microcontrollers-microprocessors/stm32wl-series.html,06_DATASHEETS/01_MICROCONTROLLERS/STMICRO_STM32/STM32WL,PUBLIC_LINK_ONLY,NEEDS_REVIEW,Exact errata sheet must be selected per part/subfamily.
STMicroelectronics,STM32WL,STM32WL,application_note_index,STM32WL application notes via official family documentation,https://www.st.com/en/microcontrollers-microprocessors/stm32wl-series.html,06_DATASHEETS/01_MICROCONTROLLERS/STMICRO_STM32/STM32WL,PUBLIC_LINK_ONLY,NEEDS_REVIEW,Use official Documentation tab; do not infer app-note applicability.
STMicroelectronics,STM32MP,STM32MP,family_page,STM32MP official family page,https://www.st.com/en/microcontrollers-microprocessors/stm32mp1-series.html,06_DATASHEETS/01_MICROCONTROLLERS/STMICRO_STM32/STM32MP,PUBLIC_LINK_ONLY,OFFICIAL_SOURCE_LINK,Official ST family landing page.
STMicroelectronics,STM32MP,STM32MP,datasheet_index,STM32MP datasheet index via official family documentation,https://www.st.com/en/microcontrollers-microprocessors/stm32mp1-series.html,06_DATASHEETS/01_MICROCONTROLLERS/STMICRO_STM32/STM32MP,PUBLIC_LINK_ONLY,NEEDS_REVIEW,Exact datasheet links must be selected per part/order code.
STMicroelectronics,STM32MP,STM32MP,reference_manual_index,STM32MP reference manual index via official family documentation,https://www.st.com/en/microcontrollers-microprocessors/stm32mp1-series.html,06_DATASHEETS/01_MICROCONTROLLERS/STMICRO_STM32/STM32MP,PUBLIC_LINK_ONLY,NEEDS_REVIEW,Exact reference manual links must be selected per subfamily/part.
STMicroelectronics,STM32MP,STM32MP,errata_index,STM32MP errata index via official family documentation,https://www.st.com/en/microcontrollers-microprocessors/stm32mp1-series.html,06_DATASHEETS/01_MICROCONTROLLERS/STMICRO_STM32/STM32MP,PUBLIC_LINK_ONLY,NEEDS_REVIEW,Exact errata sheet must be selected per part/subfamily.
STMicroelectronics,STM32MP,STM32MP,application_note_index,STM32MP application notes via official family documentation,https://www.st.com/en/microcontrollers-microprocessors/stm32mp1-series.html,06_DATASHEETS/01_MICROCONTROLLERS/STMICRO_STM32/STM32MP,PUBLIC_LINK_ONLY,NEEDS_REVIEW,Use official Documentation tab; do not infer app-note applicability.
STMicroelectronics,STM32MP,STM32MP_SECONDARY,family_page,STM32MP secondary official family page,https://www.st.com/en/microcontrollers-microprocessors/stm32mp2-series.html,06_DATASHEETS/01_MICROCONTROLLERS/STMICRO_STM32/STM32MP,PUBLIC_LINK_ONLY,OFFICIAL_SOURCE_LINK,Secondary official STM32MP family page.
STMicroelectronics,STM32F1,STM32F103C8,datasheet,STM32F103C8 datasheet,https://www.st.com/resource/en/datasheet/stm32f103c8.pdf,06_DATASHEETS/01_MICROCONTROLLERS/STMICRO_STM32/STM32F1,LINK_ONLY_DO_NOT_BUNDLE_PDF,OFFICIAL_SOURCE_LINK,Official ST datasheet URL from existing repo STM32 master index. Link-only; do not bundle PDF.
STMicroelectronics,STM32F4,STM32F401CC,datasheet,STM32F401CC datasheet,https://www.st.com/resource/en/datasheet/stm32f401cc.pdf,06_DATASHEETS/01_MICROCONTROLLERS/STMICRO_STM32/STM32F4,LINK_ONLY_DO_NOT_BUNDLE_PDF,OFFICIAL_SOURCE_LINK,Official ST datasheet URL from existing repo STM32 master index. Link-only; do not bundle PDF.
STMicroelectronics,STM32F4,STM32F411CE,datasheet,STM32F411CE datasheet,https://www.st.com/resource/en/datasheet/stm32f411ce.pdf,06_DATASHEETS/01_MICROCONTROLLERS/STMICRO_STM32/STM32F4,LINK_ONLY_DO_NOT_BUNDLE_PDF,OFFICIAL_SOURCE_LINK,Official ST datasheet URL from existing repo STM32 master index. Link-only; do not bundle PDF.
STMicroelectronics,STM32F4,STM32F405RG,datasheet,STM32F405RG datasheet,https://www.st.com/resource/en/datasheet/stm32f405rg.pdf,06_DATASHEETS/01_MICROCONTROLLERS/STMICRO_STM32/STM32F4,LINK_ONLY_DO_NOT_BUNDLE_PDF,OFFICIAL_SOURCE_LINK,Official ST datasheet URL from existing repo STM32 master index. Link-only; do not bundle PDF.
STMicroelectronics,STM32G0,STM32G030F6,datasheet,STM32G030F6 datasheet,https://www.st.com/resource/en/datasheet/stm32g030f6.pdf,06_DATASHEETS/01_MICROCONTROLLERS/STMICRO_STM32/STM32G0,LINK_ONLY_DO_NOT_BUNDLE_PDF,OFFICIAL_SOURCE_LINK,Official ST datasheet URL from existing repo STM32 master index. Link-only; do not bundle PDF.
STMicroelectronics,STM32G4,STM32G431CB,datasheet,STM32G431CB datasheet,https://www.st.com/resource/en/datasheet/stm32g431cb.pdf,06_DATASHEETS/01_MICROCONTROLLERS/STMICRO_STM32/STM32G4,LINK_ONLY_DO_NOT_BUNDLE_PDF,OFFICIAL_SOURCE_LINK,Official ST datasheet URL from existing repo STM32 master index. Link-only; do not bundle PDF.
STMicroelectronics,STM32H7,STM32H743VI,datasheet,STM32H743VI datasheet,https://www.st.com/resource/en/datasheet/stm32h743vi.pdf,06_DATASHEETS/01_MICROCONTROLLERS/STMICRO_STM32/STM32H7,LINK_ONLY_DO_NOT_BUNDLE_PDF,OFFICIAL_SOURCE_LINK,Official ST datasheet URL from existing repo STM32 master index. Link-only; do not bundle PDF.
STMicroelectronics,STM32U5,STM32U575ZI,datasheet,STM32U575ZI datasheet,https://www.st.com/resource/en/datasheet/stm32u575zi.pdf,06_DATASHEETS/01_MICROCONTROLLERS/STMICRO_STM32/STM32U5,LINK_ONLY_DO_NOT_BUNDLE_PDF,OFFICIAL_SOURCE_LINK,Official ST datasheet URL from existing repo STM32 master index. Link-only; do not bundle PDF.
STMicroelectronics,STM32WB,STM32WB55RG,datasheet,STM32WB55RG datasheet,https://www.st.com/resource/en/datasheet/stm32wb55rg.pdf,06_DATASHEETS/01_MICROCONTROLLERS/STMICRO_STM32/STM32WB,LINK_ONLY_DO_NOT_BUNDLE_PDF,OFFICIAL_SOURCE_LINK,Official ST datasheet URL from existing repo STM32 master index. Link-only; do not bundle PDF.
