"id","original_url","normalized_url","source_domain","source_list_file","source_list_row","scraped_status","http_error_if_known","error_message_if_known","source_scraped_file","current_knowledge_file","source_file_type","detected_category","source_of_truth_level","trust_label","content_quality","needs_future_rescrape","rescrape_reason","imported_at","last_scraped_at","duplicate_group_id","notes"
"url_001416","https://electronics.stackexchange.com/questions/8346","https://electronics.stackexchange.com/questions/8346","electronics.stackexchange.com","urls.txt","urls.txt:4979","failed","403","The remote server returned an error: (403) Forbidden.",,,"unknown","12_forums_peer_review","5_engineering_forum_peer_review","peer_review","unknown","true","http_403","2026-05-10T09:01:13","2026-05-10T07:53:54",,
"url_001417","https://electronics.stackexchange.com/questions/8347","https://electronics.stackexchange.com/questions/8347","electronics.stackexchange.com","urls.txt","urls.txt:4980","failed","403","The remote server returned an error: (403) Forbidden.",,,"unknown","12_forums_peer_review","5_engineering_forum_peer_review","peer_review","unknown","true","http_403","2026-05-10T09:01:13","2026-05-10T07:53:54",,
"url_001418","https://electronics.stackexchange.com/questions/8348","https://electronics.stackexchange.com/questions/8348","electronics.stackexchange.com","urls.txt","urls.txt:4981","failed","403","The remote server returned an error: (403) Forbidden.",,,"unknown","12_forums_peer_review","5_engineering_forum_peer_review","peer_review","unknown","true","http_403","2026-05-10T09:01:13","2026-05-10T07:53:54",,
"url_001419","https://electronics.stackexchange.com/questions/8349","https://electronics.stackexchange.com/questions/8349","electronics.stackexchange.com","urls.txt","urls.txt:4982","failed","403","The remote server returned an error: (403) Forbidden.",,,"unknown","12_forums_peer_review","5_engineering_forum_peer_review","peer_review","unknown","true","http_403","2026-05-10T09:01:13","2026-05-10T07:53:54",,
"url_001420","https://electronics.stackexchange.com/questions/8350","https://electronics.stackexchange.com/questions/8350","electronics.stackexchange.com","urls.txt","urls.txt:4983","failed","403","The remote server returned an error: (403) Forbidden.",,,"unknown","12_forums_peer_review","5_engineering_forum_peer_review","peer_review","unknown","true","http_403","2026-05-10T09:01:13","2026-05-10T07:53:54",,
"url_001421","https://electronics.stackexchange.com/questions/8351","https://electronics.stackexchange.com/questions/8351","electronics.stackexchange.com","urls.txt","urls.txt:4984","failed","403","The remote server returned an error: (403) Forbidden.",,,"unknown","12_forums_peer_review","5_engineering_forum_peer_review","peer_review","unknown","true","http_403","2026-05-10T09:01:13","2026-05-10T07:53:54",,
"url_001422","https://electronics.stackexchange.com/questions/8352","https://electronics.stackexchange.com/questions/8352","electronics.stackexchange.com","urls.txt","urls.txt:4985","failed","403","The remote server returned an error: (403) Forbidden.",,,"unknown","12_forums_peer_review","5_engineering_forum_peer_review","peer_review","unknown","true","http_403","2026-05-10T09:01:13","2026-05-10T07:53:54",,
"url_001423","https://electronics.stackexchange.com/questions/8353","https://electronics.stackexchange.com/questions/8353","electronics.stackexchange.com","urls.txt","urls.txt:4986","failed","403","The remote server returned an error: (403) Forbidden.",,,"unknown","12_forums_peer_review","5_engineering_forum_peer_review","peer_review","unknown","true","http_403","2026-05-10T09:01:13","2026-05-10T07:53:54",,
"url_001424","https://electronics.stackexchange.com/questions/8354","https://electronics.stackexchange.com/questions/8354","electronics.stackexchange.com","urls.txt","urls.txt:4987","failed","403","The remote server returned an error: (403) Forbidden.",,,"unknown","12_forums_peer_review","5_engineering_forum_peer_review","peer_review","unknown","true","http_403","2026-05-10T09:01:13","2026-05-10T07:53:54",,
"url_001425","https://electronics.stackexchange.com/questions/8355","https://electronics.stackexchange.com/questions/8355","electronics.stackexchange.com","urls.txt","urls.txt:4988","failed","403","The remote server returned an error: (403) Forbidden.",,,"unknown","12_forums_peer_review","5_engineering_forum_peer_review","peer_review","unknown","true","http_403","2026-05-10T09:01:13","2026-05-10T07:53:54",,
"url_001426","https://electronics.stackexchange.com/questions/8356","https://electronics.stackexchange.com/questions/8356","electronics.stackexchange.com","urls.txt","urls.txt:4989","failed","403","The remote server returned an error: (403) Forbidden.",,,"unknown","12_forums_peer_review","5_engineering_forum_peer_review","peer_review","unknown","true","http_403","2026-05-10T09:01:13","2026-05-10T07:53:54",,
"url_001427","https://electronics.stackexchange.com/questions/8357","https://electronics.stackexchange.com/questions/8357","electronics.stackexchange.com","urls.txt","urls.txt:4990","failed","403","The remote server returned an error: (403) Forbidden.",,,"unknown","12_forums_peer_review","5_engineering_forum_peer_review","peer_review","unknown","true","http_403","2026-05-10T09:01:13","2026-05-10T07:53:54",,
"url_001428","https://electronics.stackexchange.com/questions/8358","https://electronics.stackexchange.com/questions/8358","electronics.stackexchange.com","urls.txt","urls.txt:4991","failed","403","The remote server returned an error: (403) Forbidden.",,,"unknown","12_forums_peer_review","5_engineering_forum_peer_review","peer_review","unknown","true","http_403","2026-05-10T09:01:13","2026-05-10T07:53:54",,
"url_001429","https://electronics.stackexchange.com/questions/8359","https://electronics.stackexchange.com/questions/8359","electronics.stackexchange.com","urls.txt","urls.txt:4992","failed","403","The remote server returned an error: (403) Forbidden.",,,"unknown","12_forums_peer_review","5_engineering_forum_peer_review","peer_review","unknown","true","http_403","2026-05-10T09:01:13","2026-05-10T07:53:54",,
"url_001430","https://electronics.stackexchange.com/questions/8360","https://electronics.stackexchange.com/questions/8360","electronics.stackexchange.com","urls.txt","urls.txt:4993","failed","403","The remote server returned an error: (403) Forbidden.",,,"unknown","12_forums_peer_review","5_engineering_forum_peer_review","peer_review","unknown","true","http_403","2026-05-10T09:01:13","2026-05-10T07:53:54",,
"url_001431","https://electronics.stackexchange.com/questions/8361","https://electronics.stackexchange.com/questions/8361","electronics.stackexchange.com","urls.txt","urls.txt:4994","failed","403","The remote server returned an error: (403) Forbidden.",,,"unknown","12_forums_peer_review","5_engineering_forum_peer_review","peer_review","unknown","true","http_403","2026-05-10T09:01:13","2026-05-10T07:53:54",,
"url_001432","https://electronics.stackexchange.com/questions/8362","https://electronics.stackexchange.com/questions/8362","electronics.stackexchange.com","urls.txt","urls.txt:4995","failed","403","The remote server returned an error: (403) Forbidden.",,,"unknown","12_forums_peer_review","5_engineering_forum_peer_review","peer_review","unknown","true","http_403","2026-05-10T09:01:13","2026-05-10T07:53:54",,
"url_001433","https://electronics.stackexchange.com/questions/8363","https://electronics.stackexchange.com/questions/8363","electronics.stackexchange.com","urls.txt","urls.txt:4996","failed","403","The remote server returned an error: (403) Forbidden.",,,"unknown","12_forums_peer_review","5_engineering_forum_peer_review","peer_review","unknown","true","http_403","2026-05-10T09:01:13","2026-05-10T07:53:54",,
"url_001434","https://electronics.stackexchange.com/questions/8364","https://electronics.stackexchange.com/questions/8364","electronics.stackexchange.com","urls.txt","urls.txt:4997","failed","403","The remote server returned an error: (403) Forbidden.",,,"unknown","12_forums_peer_review","5_engineering_forum_peer_review","peer_review","unknown","true","http_403","2026-05-10T09:01:13","2026-05-10T07:53:54",,
"url_001435","https://electronics.stackexchange.com/questions/8365","https://electronics.stackexchange.com/questions/8365","electronics.stackexchange.com","urls.txt","urls.txt:4998","failed","403","The remote server returned an error: (403) Forbidden.",,,"unknown","12_forums_peer_review","5_engineering_forum_peer_review","peer_review","unknown","true","http_403","2026-05-10T09:01:13","2026-05-10T07:53:54",,
"url_001436","https://electronics.stackexchange.com/questions/8366","https://electronics.stackexchange.com/questions/8366","electronics.stackexchange.com","urls.txt","urls.txt:4999","failed","403","The remote server returned an error: (403) Forbidden.",,,"unknown","12_forums_peer_review","5_engineering_forum_peer_review","peer_review","unknown","true","http_403","2026-05-10T09:01:13","2026-05-10T07:53:54",,
"url_001437","https://electronics.stackexchange.com/questions/8367","https://electronics.stackexchange.com/questions/8367","electronics.stackexchange.com","urls.txt","urls.txt:5000","failed","403","The remote server returned an error: (403) Forbidden.",,,"unknown","12_forums_peer_review","5_engineering_forum_peer_review","peer_review","unknown","true","http_403","2026-05-10T09:01:13","2026-05-10T07:53:54",,
"url_001438","https://electronics.stackexchange.com/questions/8368","https://electronics.stackexchange.com/questions/8368","electronics.stackexchange.com","urls.txt","urls.txt:5001","failed","403","The remote server returned an error: (403) Forbidden.",,,"unknown","12_forums_peer_review","5_engineering_forum_peer_review","peer_review","unknown","true","http_403","2026-05-10T09:01:13","2026-05-10T07:53:54",,
"url_001439","https://electronics.stackexchange.com/questions/8369","https://electronics.stackexchange.com/questions/8369","electronics.stackexchange.com","urls.txt","urls.txt:5002","failed","403","The remote server returned an error: (403) Forbidden.",,,"unknown","12_forums_peer_review","5_engineering_forum_peer_review","peer_review","unknown","true","http_403","2026-05-10T09:01:13","2026-05-10T07:53:54",,
"url_001440","https://electronics.stackexchange.com/questions/8370","https://electronics.stackexchange.com/questions/8370","electronics.stackexchange.com","urls.txt","urls.txt:5003","failed","403","The remote server returned an error: (403) Forbidden.",,,"unknown","12_forums_peer_review","5_engineering_forum_peer_review","peer_review","unknown","true","http_403","2026-05-10T09:01:13","2026-05-10T07:53:54",,
"url_001441","https://electronics.stackexchange.com/questions/8371","https://electronics.stackexchange.com/questions/8371","electronics.stackexchange.com","urls.txt","urls.txt:5004","failed","403","The remote server returned an error: (403) Forbidden.",,,"unknown","12_forums_peer_review","5_engineering_forum_peer_review","peer_review","unknown","true","http_403","2026-05-10T09:01:13","2026-05-10T07:53:54",,
"url_001442","https://electronics.stackexchange.com/questions/8372","https://electronics.stackexchange.com/questions/8372","electronics.stackexchange.com","urls.txt","urls.txt:5005","failed","403","The remote server returned an error: (403) Forbidden.",,,"unknown","12_forums_peer_review","5_engineering_forum_peer_review","peer_review","unknown","true","http_403","2026-05-10T09:01:13","2026-05-10T07:53:54",,
"url_001443","https://electronics.stackexchange.com/questions/8373","https://electronics.stackexchange.com/questions/8373","electronics.stackexchange.com","urls.txt","urls.txt:5006","failed","403","The remote server returned an error: (403) Forbidden.",,,"unknown","12_forums_peer_review","5_engineering_forum_peer_review","peer_review","unknown","true","http_403","2026-05-10T09:01:13","2026-05-10T07:53:54",,
"url_001444","https://electronics.stackexchange.com/questions/8374","https://electronics.stackexchange.com/questions/8374","electronics.stackexchange.com","urls.txt","urls.txt:5007","failed","403","The remote server returned an error: (403) Forbidden.",,,"unknown","12_forums_peer_review","5_engineering_forum_peer_review","peer_review","unknown","true","http_403","2026-05-10T09:01:13","2026-05-10T07:53:54",,
"url_001445","https://electronics.stackexchange.com/questions/8375","https://electronics.stackexchange.com/questions/8375","electronics.stackexchange.com","urls.txt","urls.txt:5008","failed","403","The remote server returned an error: (403) Forbidden.",,,"unknown","12_forums_peer_review","5_engineering_forum_peer_review","peer_review","unknown","true","http_403","2026-05-10T09:01:13","2026-05-10T07:53:54",,
"url_001446","https://electronics.stackexchange.com/questions/8376","https://electronics.stackexchange.com/questions/8376","electronics.stackexchange.com","urls.txt","urls.txt:5009","failed","403","The remote server returned an error: (403) Forbidden.",,,"unknown","12_forums_peer_review","5_engineering_forum_peer_review","peer_review","unknown","true","http_403","2026-05-10T09:01:13","2026-05-10T07:53:54",,
"url_001447","https://electronics.stackexchange.com/questions/8377","https://electronics.stackexchange.com/questions/8377","electronics.stackexchange.com","urls.txt","urls.txt:5010","failed","403","The remote server returned an error: (403) Forbidden.",,,"unknown","12_forums_peer_review","5_engineering_forum_peer_review","peer_review","unknown","true","http_403","2026-05-10T09:01:13","2026-05-10T07:53:54",,
"url_001448","https://electronics.stackexchange.com/questions/8378","https://electronics.stackexchange.com/questions/8378","electronics.stackexchange.com","urls.txt","urls.txt:5011","failed","403","The remote server returned an error: (403) Forbidden.",,,"unknown","12_forums_peer_review","5_engineering_forum_peer_review","peer_review","unknown","true","http_403","2026-05-10T09:01:13","2026-05-10T07:53:54",,
"url_001449","https://electronics.stackexchange.com/questions/8379","https://electronics.stackexchange.com/questions/8379","electronics.stackexchange.com","urls.txt","urls.txt:5012","failed","403","The remote server returned an error: (403) Forbidden.",,,"unknown","12_forums_peer_review","5_engineering_forum_peer_review","peer_review","unknown","true","http_403","2026-05-10T09:01:13","2026-05-10T07:53:54",,
"url_001450","https://electronics.stackexchange.com/questions/8380","https://electronics.stackexchange.com/questions/8380","electronics.stackexchange.com","urls.txt","urls.txt:5013","failed","403","The remote server returned an error: (403) Forbidden.",,,"unknown","12_forums_peer_review","5_engineering_forum_peer_review","peer_review","unknown","true","http_403","2026-05-10T09:01:13","2026-05-10T07:53:54",,
"url_001451","https://electronics.stackexchange.com/questions/8381","https://electronics.stackexchange.com/questions/8381","electronics.stackexchange.com","urls.txt","urls.txt:5014","failed","403","The remote server returned an error: (403) Forbidden.",,,"unknown","12_forums_peer_review","5_engineering_forum_peer_review","peer_review","unknown","true","http_403","2026-05-10T09:01:13","2026-05-10T07:53:54",,
"url_001452","https://electronics.stackexchange.com/questions/8382","https://electronics.stackexchange.com/questions/8382","electronics.stackexchange.com","urls.txt","urls.txt:5015","failed","403","The remote server returned an error: (403) Forbidden.",,,"unknown","12_forums_peer_review","5_engineering_forum_peer_review","peer_review","unknown","true","http_403","2026-05-10T09:01:13","2026-05-10T07:53:54",,
"url_001453","https://electronics.stackexchange.com/questions/8383","https://electronics.stackexchange.com/questions/8383","electronics.stackexchange.com","urls.txt","urls.txt:5016","failed","403","The remote server returned an error: (403) Forbidden.",,,"unknown","12_forums_peer_review","5_engineering_forum_peer_review","peer_review","unknown","true","http_403","2026-05-10T09:01:13","2026-05-10T07:53:54",,
"url_001454","https://electronics.stackexchange.com/questions/8384","https://electronics.stackexchange.com/questions/8384","electronics.stackexchange.com","urls.txt","urls.txt:5017","failed","403","The remote server returned an error: (403) Forbidden.",,,"unknown","12_forums_peer_review","5_engineering_forum_peer_review","peer_review","unknown","true","http_403","2026-05-10T09:01:13","2026-05-10T07:53:54",,
"url_001455","https://electronics.stackexchange.com/questions/8385","https://electronics.stackexchange.com/questions/8385","electronics.stackexchange.com","urls.txt","urls.txt:5018","failed","403","The remote server returned an error: (403) Forbidden.",,,"unknown","12_forums_peer_review","5_engineering_forum_peer_review","peer_review","unknown","true","http_403","2026-05-10T09:01:13","2026-05-10T07:53:54",,
"url_001456","https://electronics.stackexchange.com/questions/8386","https://electronics.stackexchange.com/questions/8386","electronics.stackexchange.com","urls.txt","urls.txt:5019","failed","403","The remote server returned an error: (403) Forbidden.",,,"unknown","12_forums_peer_review","5_engineering_forum_peer_review","peer_review","unknown","true","http_403","2026-05-10T09:01:13","2026-05-10T07:53:54",,
"url_001457","https://electronics.stackexchange.com/questions/8387","https://electronics.stackexchange.com/questions/8387","electronics.stackexchange.com","urls.txt","urls.txt:5020","failed","403","The remote server returned an error: (403) Forbidden.",,,"unknown","12_forums_peer_review","5_engineering_forum_peer_review","peer_review","unknown","true","http_403","2026-05-10T09:01:13","2026-05-10T07:53:54",,
"url_001458","https://electronics.stackexchange.com/questions/8388","https://electronics.stackexchange.com/questions/8388","electronics.stackexchange.com","urls.txt","urls.txt:5021","failed","403","The remote server returned an error: (403) Forbidden.",,,"unknown","12_forums_peer_review","5_engineering_forum_peer_review","peer_review","unknown","true","http_403","2026-05-10T09:01:13","2026-05-10T07:53:54",,
"url_001459","https://electronics.stackexchange.com/questions/8389","https://electronics.stackexchange.com/questions/8389","electronics.stackexchange.com","urls.txt","urls.txt:5022","failed","403","The remote server returned an error: (403) Forbidden.",,,"unknown","12_forums_peer_review","5_engineering_forum_peer_review","peer_review","unknown","true","http_403","2026-05-10T09:01:13","2026-05-10T07:53:54",,
"url_001460","https://electronics.stackexchange.com/questions/8390","https://electronics.stackexchange.com/questions/8390","electronics.stackexchange.com","urls.txt","urls.txt:5023","failed","403","The remote server returned an error: (403) Forbidden.",,,"unknown","12_forums_peer_review","5_engineering_forum_peer_review","peer_review","unknown","true","http_403","2026-05-10T09:01:13","2026-05-10T07:53:54",,
"url_001461","https://electronics.stackexchange.com/questions/8391","https://electronics.stackexchange.com/questions/8391","electronics.stackexchange.com","urls.txt","urls.txt:5024","failed","403","The remote server returned an error: (403) Forbidden.",,,"unknown","12_forums_peer_review","5_engineering_forum_peer_review","peer_review","unknown","true","http_403","2026-05-10T09:01:13","2026-05-10T07:53:54",,
"url_001462","https://electronics.stackexchange.com/questions/8392","https://electronics.stackexchange.com/questions/8392","electronics.stackexchange.com","urls.txt","urls.txt:5025","failed","403","The remote server returned an error: (403) Forbidden.",,,"unknown","12_forums_peer_review","5_engineering_forum_peer_review","peer_review","unknown","true","http_403","2026-05-10T09:01:13","2026-05-10T07:53:54",,
"url_001463","https://electronics.stackexchange.com/questions/8393","https://electronics.stackexchange.com/questions/8393","electronics.stackexchange.com","urls.txt","urls.txt:5026","failed","403","The remote server returned an error: (403) Forbidden.",,,"unknown","12_forums_peer_review","5_engineering_forum_peer_review","peer_review","unknown","true","http_403","2026-05-10T09:01:13","2026-05-10T07:53:54",,
"url_001464","https://electronics.stackexchange.com/questions/8394","https://electronics.stackexchange.com/questions/8394","electronics.stackexchange.com","urls.txt","urls.txt:5027","failed","403","The remote server returned an error: (403) Forbidden.",,,"unknown","12_forums_peer_review","5_engineering_forum_peer_review","peer_review","unknown","true","http_403","2026-05-10T09:01:13","2026-05-10T07:53:54",,
"url_001465","https://electronics.stackexchange.com/questions/8395","https://electronics.stackexchange.com/questions/8395","electronics.stackexchange.com","urls.txt","urls.txt:5028","failed","403","The remote server returned an error: (403) Forbidden.",,,"unknown","12_forums_peer_review","5_engineering_forum_peer_review","peer_review","unknown","true","http_403","2026-05-10T09:01:13","2026-05-10T07:53:54",,
"url_001466","https://electronics.stackexchange.com/questions/8396","https://electronics.stackexchange.com/questions/8396","electronics.stackexchange.com","urls.txt","urls.txt:5029","failed","403","The remote server returned an error: (403) Forbidden.",,,"unknown","12_forums_peer_review","5_engineering_forum_peer_review","peer_review","unknown","true","http_403","2026-05-10T09:01:13","2026-05-10T07:53:54",,
"url_001467","https://electronics.stackexchange.com/questions/8397","https://electronics.stackexchange.com/questions/8397","electronics.stackexchange.com","urls.txt","urls.txt:5030","failed","403","The remote server returned an error: (403) Forbidden.",,,"unknown","12_forums_peer_review","5_engineering_forum_peer_review","peer_review","unknown","true","http_403","2026-05-10T09:01:13","2026-05-10T07:53:54",,
"url_001468","https://electronics.stackexchange.com/questions/8398","https://electronics.stackexchange.com/questions/8398","electronics.stackexchange.com","urls.txt","urls.txt:5031","failed","403","The remote server returned an error: (403) Forbidden.",,,"unknown","12_forums_peer_review","5_engineering_forum_peer_review","peer_review","unknown","true","http_403","2026-05-10T09:01:13","2026-05-10T07:53:54",,
"url_001469","https://electronics.stackexchange.com/questions/8399","https://electronics.stackexchange.com/questions/8399","electronics.stackexchange.com","urls.txt","urls.txt:5032","failed","403","The remote server returned an error: (403) Forbidden.",,,"unknown","12_forums_peer_review","5_engineering_forum_peer_review","peer_review","unknown","true","http_403","2026-05-10T09:01:13","2026-05-10T07:53:54",,
"url_001470","https://electronics.stackexchange.com/questions/8400","https://electronics.stackexchange.com/questions/8400","electronics.stackexchange.com","urls.txt","urls.txt:5033","failed","403","The remote server returned an error: (403) Forbidden.",,,"unknown","12_forums_peer_review","5_engineering_forum_peer_review","peer_review","unknown","true","http_403","2026-05-10T09:01:13","2026-05-10T07:53:54",,
"url_001471","https://electronics.stackexchange.com/questions/8401","https://electronics.stackexchange.com/questions/8401","electronics.stackexchange.com","urls.txt","urls.txt:5034","failed","403","The remote server returned an error: (403) Forbidden.",,,"unknown","12_forums_peer_review","5_engineering_forum_peer_review","peer_review","unknown","true","http_403","2026-05-10T09:01:13","2026-05-10T07:53:54",,
"url_001472","https://electronics.stackexchange.com/questions/8402","https://electronics.stackexchange.com/questions/8402","electronics.stackexchange.com","urls.txt","urls.txt:5035","failed","403","The remote server returned an error: (403) Forbidden.",,,"unknown","12_forums_peer_review","5_engineering_forum_peer_review","peer_review","unknown","true","http_403","2026-05-10T09:01:13","2026-05-10T07:53:54",,
"url_001473","https://electronics.stackexchange.com/questions/8403","https://electronics.stackexchange.com/questions/8403","electronics.stackexchange.com","urls.txt","urls.txt:5036","failed","403","The remote server returned an error: (403) Forbidden.",,,"unknown","12_forums_peer_review","5_engineering_forum_peer_review","peer_review","unknown","true","http_403","2026-05-10T09:01:13","2026-05-10T07:53:54",,
"url_001474","https://electronics.stackexchange.com/questions/8404","https://electronics.stackexchange.com/questions/8404","electronics.stackexchange.com","urls.txt","urls.txt:5037","failed","403","The remote server returned an error: (403) Forbidden.",,,"unknown","12_forums_peer_review","5_engineering_forum_peer_review","peer_review","unknown","true","http_403","2026-05-10T09:01:13","2026-05-10T07:53:54",,
"url_001475","https://electronics.stackexchange.com/questions/8405","https://electronics.stackexchange.com/questions/8405","electronics.stackexchange.com","urls.txt","urls.txt:5038","failed","403","The remote server returned an error: (403) Forbidden.",,,"unknown","12_forums_peer_review","5_engineering_forum_peer_review","peer_review","unknown","true","http_403","2026-05-10T09:01:13","2026-05-10T07:53:54",,
"url_001476","https://electronics.stackexchange.com/questions/8406","https://electronics.stackexchange.com/questions/8406","electronics.stackexchange.com","urls.txt","urls.txt:5039","failed","403","The remote server returned an error: (403) Forbidden.",,,"unknown","12_forums_peer_review","5_engineering_forum_peer_review","peer_review","unknown","true","http_403","2026-05-10T09:01:13","2026-05-10T07:53:54",,
"url_001477","https://electronics.stackexchange.com/questions/8407","https://electronics.stackexchange.com/questions/8407","electronics.stackexchange.com","urls.txt","urls.txt:5040","failed","403","The remote server returned an error: (403) Forbidden.",,,"unknown","12_forums_peer_review","5_engineering_forum_peer_review","peer_review","unknown","true","http_403","2026-05-10T09:01:13","2026-05-10T07:53:54",,
"url_001478","https://electronics.stackexchange.com/questions/8408","https://electronics.stackexchange.com/questions/8408","electronics.stackexchange.com","urls.txt","urls.txt:5041","failed","403","The remote server returned an error: (403) Forbidden.",,,"unknown","12_forums_peer_review","5_engineering_forum_peer_review","peer_review","unknown","true","http_403","2026-05-10T09:01:13","2026-05-10T07:53:54",,
"url_001479","https://electronics.stackexchange.com/questions/8409","https://electronics.stackexchange.com/questions/8409","electronics.stackexchange.com","urls.txt","urls.txt:5042","failed","403","The remote server returned an error: (403) Forbidden.",,,"unknown","12_forums_peer_review","5_engineering_forum_peer_review","peer_review","unknown","true","http_403","2026-05-10T09:01:13","2026-05-10T07:53:54",,
"url_001480","https://electronics.stackexchange.com/questions/8410","https://electronics.stackexchange.com/questions/8410","electronics.stackexchange.com","urls.txt","urls.txt:5043","failed","403","The remote server returned an error: (403) Forbidden.",,,"unknown","12_forums_peer_review","5_engineering_forum_peer_review","peer_review","unknown","true","http_403","2026-05-10T09:01:13","2026-05-10T07:53:54",,
"url_001481","https://electronics.stackexchange.com/questions/8411","https://electronics.stackexchange.com/questions/8411","electronics.stackexchange.com","urls.txt","urls.txt:5044","failed","403","The remote server returned an error: (403) Forbidden.",,,"unknown","12_forums_peer_review","5_engineering_forum_peer_review","peer_review","unknown","true","http_403","2026-05-10T09:01:13","2026-05-10T07:53:54",,
"url_001482","https://electronics.stackexchange.com/questions/8412","https://electronics.stackexchange.com/questions/8412","electronics.stackexchange.com","urls.txt","urls.txt:5045","failed","403","The remote server returned an error: (403) Forbidden.",,,"unknown","12_forums_peer_review","5_engineering_forum_peer_review","peer_review","unknown","true","http_403","2026-05-10T09:01:13","2026-05-10T07:53:54",,
"url_001483","https://electronics.stackexchange.com/questions/8413","https://electronics.stackexchange.com/questions/8413","electronics.stackexchange.com","urls.txt","urls.txt:5046","failed","403","The remote server returned an error: (403) Forbidden.",,,"unknown","12_forums_peer_review","5_engineering_forum_peer_review","peer_review","unknown","true","http_403","2026-05-10T09:01:13","2026-05-10T07:53:54",,
"url_001484","https://electronics.stackexchange.com/questions/8414","https://electronics.stackexchange.com/questions/8414","electronics.stackexchange.com","urls.txt","urls.txt:5047","failed","403","The remote server returned an error: (403) Forbidden.",,,"unknown","12_forums_peer_review","5_engineering_forum_peer_review","peer_review","unknown","true","http_403","2026-05-10T09:01:13","2026-05-10T07:53:54",,
"url_001485","https://electronics.stackexchange.com/questions/8415","https://electronics.stackexchange.com/questions/8415","electronics.stackexchange.com","urls.txt","urls.txt:5048","failed","403","The remote server returned an error: (403) Forbidden.",,,"unknown","12_forums_peer_review","5_engineering_forum_peer_review","peer_review","unknown","true","http_403","2026-05-10T09:01:13","2026-05-10T07:53:54",,
"url_001486","https://electronics.stackexchange.com/questions/8416","https://electronics.stackexchange.com/questions/8416","electronics.stackexchange.com","urls.txt","urls.txt:5049","failed","403","The remote server returned an error: (403) Forbidden.",,,"unknown","12_forums_peer_review","5_engineering_forum_peer_review","peer_review","unknown","true","http_403","2026-05-10T09:01:13","2026-05-10T07:53:54",,
"url_001487","https://electronics.stackexchange.com/questions/8417","https://electronics.stackexchange.com/questions/8417","electronics.stackexchange.com","urls.txt","urls.txt:5050","failed","403","The remote server returned an error: (403) Forbidden.",,,"unknown","12_forums_peer_review","5_engineering_forum_peer_review","peer_review","unknown","true","http_403","2026-05-10T09:01:13","2026-05-10T07:53:54",,
"url_001488","https://electronics.stackexchange.com/questions/8418","https://electronics.stackexchange.com/questions/8418","electronics.stackexchange.com","urls.txt","urls.txt:5051","failed","403","The remote server returned an error: (403) Forbidden.",,,"unknown","12_forums_peer_review","5_engineering_forum_peer_review","peer_review","unknown","true","http_403","2026-05-10T09:01:13","2026-05-10T07:53:54",,
"url_001489","https://electronics.stackexchange.com/questions/8419","https://electronics.stackexchange.com/questions/8419","electronics.stackexchange.com","urls.txt","urls.txt:5052","failed","403","The remote server returned an error: (403) Forbidden.",,,"unknown","12_forums_peer_review","5_engineering_forum_peer_review","peer_review","unknown","true","http_403","2026-05-10T09:01:13","2026-05-10T07:53:54",,
"url_001490","https://electronics.stackexchange.com/questions/8420","https://electronics.stackexchange.com/questions/8420","electronics.stackexchange.com","urls.txt","urls.txt:5053","failed","403","The remote server returned an error: (403) Forbidden.",,,"unknown","12_forums_peer_review","5_engineering_forum_peer_review","peer_review","unknown","true","http_403","2026-05-10T09:01:13","2026-05-10T07:53:54",,
"url_001491","https://electronics.stackexchange.com/questions/8421","https://electronics.stackexchange.com/questions/8421","electronics.stackexchange.com","urls.txt","urls.txt:5054","failed","403","The remote server returned an error: (403) Forbidden.",,,"unknown","12_forums_peer_review","5_engineering_forum_peer_review","peer_review","unknown","true","http_403","2026-05-10T09:01:13","2026-05-10T07:53:54",,
"url_001492","https://electronics.stackexchange.com/questions/8422","https://electronics.stackexchange.com/questions/8422","electronics.stackexchange.com","urls.txt","urls.txt:5055","failed","403","The remote server returned an error: (403) Forbidden.",,,"unknown","12_forums_peer_review","5_engineering_forum_peer_review","peer_review","unknown","true","http_403","2026-05-10T09:01:13","2026-05-10T07:53:54",,
"url_001493","https://electronics.stackexchange.com/questions/8423","https://electronics.stackexchange.com/questions/8423","electronics.stackexchange.com","urls.txt","urls.txt:5056","failed","403","The remote server returned an error: (403) Forbidden.",,,"unknown","12_forums_peer_review","5_engineering_forum_peer_review","peer_review","unknown","true","http_403","2026-05-10T09:01:13","2026-05-10T07:53:54",,
"url_001494","https://electronics.stackexchange.com/questions/8424","https://electronics.stackexchange.com/questions/8424","electronics.stackexchange.com","urls.txt","urls.txt:5057","failed","403","The remote server returned an error: (403) Forbidden.",,,"unknown","12_forums_peer_review","5_engineering_forum_peer_review","peer_review","unknown","true","http_403","2026-05-10T09:01:13","2026-05-10T07:53:54",,
"url_001495","https://electronics.stackexchange.com/questions/8425","https://electronics.stackexchange.com/questions/8425","electronics.stackexchange.com","urls.txt","urls.txt:5058","failed","403","The remote server returned an error: (403) Forbidden.",,,"unknown","12_forums_peer_review","5_engineering_forum_peer_review","peer_review","unknown","true","http_403","2026-05-10T09:01:13","2026-05-10T07:53:54",,
"url_001496","https://electronics.stackexchange.com/questions/8426","https://electronics.stackexchange.com/questions/8426","electronics.stackexchange.com","urls.txt","urls.txt:5059","failed","403","The remote server returned an error: (403) Forbidden.",,,"unknown","12_forums_peer_review","5_engineering_forum_peer_review","peer_review","unknown","true","http_403","2026-05-10T09:01:13","2026-05-10T07:53:54",,
