source_file,referenced_path,exists_yes_no,fix_needed
00_CODEX_START/AI_QUALITY_INDEX.generated.md,C:\Users\LJ\GitHub\KICAD_ENGINE\04_KICAD_PROJECTS\active\ESP32_CSI_WIFI_NODE\history\uncertainty_logs\PCB_MECHANICAL_SETUP_BLOCKED_UNCERTAINTY_LOG.md`,no,Absolute Windows path does not exist here or is stale; replace with repo-relative path or mark as example.
00_CODEX_START/AI_QUALITY_INDEX.generated.md,C:\Users\LJ\GitHub\KICAD_ENGINE\04_KICAD_PROJECTS\active\ESP32_CSI_WIFI_NODE\history\uncertainty_logs\PCB_PLACEMENT_PASS_1_BLOCKED_UNCERTAINTY_LOG.md`,no,Absolute Windows path does not exist here or is stale; replace with repo-relative path or mark as example.
00_CODEX_START/AI_QUALITY_INDEX.generated.md,C:\Users\LJ\GitHub\KICAD_ENGINE\04_KICAD_PROJECTS\active\ESP32_CSI_WIFI_NODE\history\uncertainty_logs\PCB_PLACEMENT_PASS_2_BLOCKED_UNCERTAINTY_LOG.md`,no,Absolute Windows path does not exist here or is stale; replace with repo-relative path or mark as example.
00_CODEX_START/AI_QUALITY_INDEX.generated.md,C:\Users\LJ\GitHub\KICAD_ENGINE\04_KICAD_PROJECTS\active\ESP32_CSI_WIFI_NODE\history\uncertainty_logs\PCB_ROUTING_PLAN_BLOCKED_UNCERTAINTY_LOG.md`,no,Absolute Windows path does not exist here or is stale; replace with repo-relative path or mark as example.
00_CODEX_START/AI_QUALITY_INDEX.generated.md,C:\Users\LJ\GitHub\KICAD_ENGINE\04_KICAD_PROJECTS\active\ESP32_CSI_WIFI_NODE\history\uncertainty_logs\PCB_UPDATE_FROM_SCHEMATIC_BLOCKED_UNCERTAINTY_LOG.md`,no,Absolute Windows path does not exist here or is stale; replace with repo-relative path or mark as example.
00_CODEX_START/AI_QUALITY_INDEX.generated.md,C:\Users\LJ\GitHub\KICAD_ENGINE\04_KICAD_PROJECTS\active\ESP32_CSI_WIFI_NODE\history\uncertainty_logs\README.md`,no,Absolute Windows path does not exist here or is stale; replace with repo-relative path or mark as example.
00_CODEX_START/AI_TRUTHFULNESS_SCORING.md,- Datasheet/component accuracy,no,"Create referenced file, fix path, or remove stale reference."
00_CODEX_START/AI_TRUTHFULNESS_SCORING.md,- Memory/history routing correctness,no,"Create referenced file, fix path, or remove stale reference."
00_CODEX_START/AI_TRUTHFULNESS_SCORING.md,- Safety/compliance with repo rules,no,"Create referenced file, fix path, or remove stale reference."
00_CODEX_START/AI_TRUTHFULNESS_SCORING.md,"manufacturing status.

Penalize:

- claiming ERC/DRC pass without output,
- editing protected files without backup,
- treating review outputs as fabrication approval",no,"Create referenced file, fix path, or remove stale reference."
00_CODEX_START/CONTROL_PLANES.md,"- KiBot
   - Xvfb
   - Docker
6. Design edits only after:
   - active project confirmed
   - backup completed
   - edit scope stated
   - rollback plan stated
   - verification plan stated",no,"Create referenced file, fix path, or remove stale reference."
00_CODEX_START/CONTROL_PLANES.md,"- KiBot
- Xvfb
- xdotool
- wmctrl
- ydotool
- dogtail
- Docker/headless validation

Linux/headless scripts must be read-only by default, avoid",no,"Create referenced file, fix path, or remove stale reference."
00_CODEX_START/CONTROL_PLANES.md,"- MCP analysis tools
   - validators/parsers
3. Windows GUI discovery:
   - window listing
   - UI tree inspection
   - screenshots
4. Windows GUI control:
   - pywinauto
   - AutoHotkey
   - PyAutoGUI
   - SikuliX
5. Linux/headless validation:
   - Linux",no,"Create referenced file, fix path, or remove stale reference."
00_CODEX_START/CONTROL_PLANES.md,02_HISTORY\command_logs`,no,"Create referenced file, fix path, or remove stale reference."
00_CODEX_START/CONTROL_PLANES.md,02_HISTORY\design_reviews`,no,"Create referenced file, fix path, or remove stale reference."
00_CODEX_START/CONTROL_PLANES.md,02_HISTORY\erc_drc_reports`,no,"Create referenced file, fix path, or remove stale reference."
00_CODEX_START/CONTROL_PLANES.md,02_HISTORY\sessions`,no,"Create referenced file, fix path, or remove stale reference."
00_CODEX_START/CONTROL_PLANES.md,03_TOOLS\common`,no,"Create referenced file, fix path, or remove stale reference."
00_CODEX_START/CONTROL_PLANES.md,03_TOOLS\linux\logs`,no,"Create referenced file, fix path, or remove stale reference."
00_CODEX_START/CONTROL_PLANES.md,03_TOOLS\linux`,no,"Create referenced file, fix path, or remove stale reference."
00_CODEX_START/CONTROL_PLANES.md,03_TOOLS\node_envs`,no,"Create referenced file, fix path, or remove stale reference."
00_CODEX_START/CONTROL_PLANES.md,03_TOOLS\python_envs`,no,"Create referenced file, fix path, or remove stale reference."
00_CODEX_START/CONTROL_PLANES.md,03_TOOLS\repos`,no,"Create referenced file, fix path, or remove stale reference."
00_CODEX_START/CONTROL_PLANES.md,03_TOOLS\scripts`,no,"Create referenced file, fix path, or remove stale reference."
00_CODEX_START/CONTROL_PLANES.md,03_TOOLS\tool_logs`,no,"Create referenced file, fix path, or remove stale reference."
00_CODEX_START/CONTROL_PLANES.md,03_TOOLS\windows\logs\screenshots`,no,"Create referenced file, fix path, or remove stale reference."
00_CODEX_START/CONTROL_PLANES.md,03_TOOLS\windows\logs`,no,"Create referenced file, fix path, or remove stale reference."
00_CODEX_START/CONTROL_PLANES.md,03_TOOLS\windows`,no,"Create referenced file, fix path, or remove stale reference."
00_CODEX_START/CONTROL_PLANES.md,C:\Users\LJ\KICAD_ENGINE`,no,Absolute Windows path does not exist here or is stale; replace with repo-relative path or mark as example.
00_CODEX_START/CONTROL_PLANES.md,"Purpose: Linux/headless/CI automation and repeatable validation.

Use for:

- Linux",no,"Create referenced file, fix path, or remove stale reference."
00_CODEX_START/CONTROL_PLANES.md,"inside scripts, avoid deleting project files, write logs, and fail safely when tools are missing.

Do not assume WSL, Linux KiCad, Docker, or Linux GUI automation is configured unless the current environment check says so",no,"Create referenced file, fix path, or remove stale reference."
00_CODEX_START/CONTROL_PLANES.md,over title-only matching,no,"Create referenced file, fix path, or remove stale reference."
00_CODEX_START/CURRENT_KNOWN_PROBLEMS.md,00_CODEX_START/SESSION_CLOSEOUT_CHECKLIST.md`,no,"Create referenced file, fix path, or remove stale reference."
00_CODEX_START/CURRENT_KNOWN_PROBLEMS.md,00_CODEX_START/SESSION_START_CHECKLIST.md`,no,"Create referenced file, fix path, or remove stale reference."
00_CODEX_START/CURRENT_KNOWN_PROBLEMS.md,01_MEMORY\AGENT_MISTAKES_TO_AVOID.md`,no,"Create referenced file, fix path, or remove stale reference."
00_CODEX_START/CURRENT_KNOWN_PROBLEMS.md,01_MEMORY\EXAMPLE_ONLY_UNVERIFIED_CONNECTOR_FOOTPRINT_WARNING.md`,no,"Create referenced file, fix path, or remove stale reference."
00_CODEX_START/CURRENT_KNOWN_PROBLEMS.md,01_MEMORY\FAILED_WORKFLOWS.md`,no,"Create referenced file, fix path, or remove stale reference."
00_CODEX_START/CURRENT_KNOWN_PROBLEMS.md,01_MEMORY\GLOBAL_HALLUCINATION_RISKS.md`,no,"Create referenced file, fix path, or remove stale reference."
00_CODEX_START/CURRENT_KNOWN_PROBLEMS.md,01_MEMORY\GLOBAL_UNVERIFIED_CLAIMS.md`,no,"Create referenced file, fix path, or remove stale reference."
00_CODEX_START/CURRENT_KNOWN_PROBLEMS.md,02_HISTORY\failed_attempts\20260502_224812_PowerShell_wildcard_py_compile_invocation_failed.md`,no,"Create referenced file, fix path, or remove stale reference."
00_CODEX_START/CURRENT_KNOWN_PROBLEMS.md,02_HISTORY\failed_attempts\COMPONENT_DATABASE_CORE_SETUP_FAILED_ATTEMPTS.md`,no,"Create referenced file, fix path, or remove stale reference."
00_CODEX_START/CURRENT_KNOWN_PROBLEMS.md,02_HISTORY\failed_attempts\ESP32_CSI_WIFI_NODE_MISSING_PROMPT_INPUT_FILES.md`,no,"Create referenced file, fix path, or remove stale reference."
00_CODEX_START/CURRENT_KNOWN_PROBLEMS.md,02_HISTORY\failed_attempts\ESP32_CSI_WIFI_NODE_PCB_ROUTING_PLAN_GIT_DIFF_UNAVAILABLE.md`,no,"Create referenced file, fix path, or remove stale reference."
00_CODEX_START/CURRENT_KNOWN_PROBLEMS.md,02_HISTORY\failed_attempts\ESP32_CSI_WIFI_NODE_PCB_ROUTING_PLAN_SELECT_STRING_QUOTING.md`,no,"Create referenced file, fix path, or remove stale reference."
00_CODEX_START/CURRENT_KNOWN_PROBLEMS.md,02_HISTORY\failed_attempts\FOOTPRINT_GAP_ANALYSIS_SECRET_SCAN_FALSE_POSITIVES.md`,no,"Create referenced file, fix path, or remove stale reference."
00_CODEX_START/CURRENT_KNOWN_PROBLEMS.md,02_HISTORY\failed_attempts\KNOWLEDGE_BASE_REFERENCE_DESIGN_SETUP_FAILED_ATTEMPTS.md`,no,"Create referenced file, fix path, or remove stale reference."
00_CODEX_START/CURRENT_KNOWN_PROBLEMS.md,02_HISTORY\failed_attempts\MCU_TREE_UPGRADE_POWERSHELL_HEREDOC_FAILED.md`,no,"Create referenced file, fix path, or remove stale reference."
00_CODEX_START/CURRENT_KNOWN_PROBLEMS.md,02_HISTORY\failed_attempts\MCU_TREE_UPGRADE_RG_DOLLAR_QUOTING.md`,no,"Create referenced file, fix path, or remove stale reference."
00_CODEX_START/CURRENT_KNOWN_PROBLEMS.md,02_HISTORY\failed_attempts\PLAYWRIGHT_BATCH_MARKDOWN_REPORT_GENERATION_QUOTING.md`,no,"Create referenced file, fix path, or remove stale reference."
00_CODEX_START/CURRENT_KNOWN_PROBLEMS.md,02_HISTORY\failed_attempts\PLAYWRIGHT_LIVE_CAPTURE_BLOCKED_20260503.md`,no,"Create referenced file, fix path, or remove stale reference."
00_CODEX_START/CURRENT_KNOWN_PROBLEMS.md,02_HISTORY\failed_attempts\PLAYWRIGHT_RESEARCH_PIPELINE_LIVE_ARTIFACT_SCAN_QUOTING.md`,no,"Create referenced file, fix path, or remove stale reference."
00_CODEX_START/CURRENT_KNOWN_PROBLEMS.md,02_HISTORY\failed_attempts\README.md`,no,"Create referenced file, fix path, or remove stale reference."
00_CODEX_START/CURRENT_KNOWN_PROBLEMS.md,02_HISTORY\failed_attempts\SCHEMATIC_CHECKERS_VISUAL_WORKFLOW_FILE_MISSING.md`,no,"Create referenced file, fix path, or remove stale reference."
00_CODEX_START/CURRENT_KNOWN_PROBLEMS.md,02_HISTORY\failed_attempts\SCHEMATIC_TO_PCB_GATE_GIT_DIFF_UNAVAILABLE.md`,no,"Create referenced file, fix path, or remove stale reference."
00_CODEX_START/CURRENT_KNOWN_PROBLEMS.md,02_HISTORY\failed_attempts\SCHEMATIC_VISUAL_AUTOCROP_SETUP_FAILED_ATTEMPTS.md`,no,"Create referenced file, fix path, or remove stale reference."
00_CODEX_START/CURRENT_KNOWN_PROBLEMS.md,02_HISTORY\failed_attempts\STARTUP_CLOSEOUT_INDEX_WIRING_FAILED_ATTEMPTS.md`,no,"Create referenced file, fix path, or remove stale reference."
00_CODEX_START/CURRENT_KNOWN_PROBLEMS.md,02_HISTORY\failed_attempts\STM32F1_PILOT_BAD_RG_QUOTING.md`,no,"Create referenced file, fix path, or remove stale reference."
00_CODEX_START/CURRENT_KNOWN_PROBLEMS.md,02_HISTORY\failed_attempts\STM32_SOURCE_LINK_RESEARCH_VALIDATION_COMMAND_FAILURE.md`,no,"Create referenced file, fix path, or remove stale reference."
00_CODEX_START/CURRENT_KNOWN_PROBLEMS.md,02_HISTORY\failed_attempts\STRUCTURE_EXPANSION_FAILED_ATTEMPTS.md`,no,"Create referenced file, fix path, or remove stale reference."
00_CODEX_START/CURRENT_KNOWN_PROBLEMS.md,02_HISTORY\failed_attempts\SUPPLIER_CONNECTOR_STUBS_GIT_DIFF_NOT_REPO.md`,no,"Create referenced file, fix path, or remove stale reference."
00_CODEX_START/CURRENT_KNOWN_PROBLEMS.md,02_HISTORY\failed_attempts\SUPPLIER_INGESTION_SECRET_SCAN_QUOTING_FAILURE.md`,no,"Create referenced file, fix path, or remove stale reference."
00_CODEX_START/CURRENT_KNOWN_PROBLEMS.md,02_HISTORY\failed_attempts\TEST_EXAMPLES_BENCHMARKS_SETUP_FAILED_ATTEMPTS.md`,no,"Create referenced file, fix path, or remove stale reference."
00_CODEX_START/CURRENT_KNOWN_PROBLEMS.md,02_HISTORY\hallucination_risk_logs\20260503_0754_SCHEMATIC_ANNOTATION_COMPLETENESS_CHECKERS_RISK_LOG.md`,no,"Create referenced file, fix path, or remove stale reference."
00_CODEX_START/CURRENT_KNOWN_PROBLEMS.md,02_HISTORY\hallucination_risk_logs\20260503_0810_SCHEMATIC_VISUAL_AUTOCROP_RISK_LOG.md`,no,"Create referenced file, fix path, or remove stale reference."
00_CODEX_START/CURRENT_KNOWN_PROBLEMS.md,02_HISTORY\hallucination_risk_logs\ACCURACY_ENGINE_AND_AI_QUALITY_SETUP_HALLUCINATION_RISK_LOG.md`,no,"Create referenced file, fix path, or remove stale reference."
00_CODEX_START/CURRENT_KNOWN_PROBLEMS.md,02_HISTORY\hallucination_risk_logs\COMPONENT_DATABASE_CORE_SETUP_HALLUCINATION_RISK_LOG.md`,no,"Create referenced file, fix path, or remove stale reference."
00_CODEX_START/CURRENT_KNOWN_PROBLEMS.md,02_HISTORY\hallucination_risk_logs\ESP32_CSI_WIFI_NODE_SCHEMATIC_ELECTRICAL_BLOCKERS_HALLUCINATION_RISK_LOG.md`,no,"Create referenced file, fix path, or remove stale reference."
00_CODEX_START/CURRENT_KNOWN_PROBLEMS.md,02_HISTORY\hallucination_risk_logs\FINAL_PRODUCTION_STRUCTURE_AUDIT_HALLUCINATION_RISK_LOG.md`,no,"Create referenced file, fix path, or remove stale reference."
00_CODEX_START/CURRENT_KNOWN_PROBLEMS.md,02_HISTORY\hallucination_risk_logs\FOOTPRINT_GAP_ANALYSIS_HALLUCINATION_RISK_LOG.md`,no,"Create referenced file, fix path, or remove stale reference."
00_CODEX_START/CURRENT_KNOWN_PROBLEMS.md,02_HISTORY\hallucination_risk_logs\FULL_KICAD_PIPELINE_PROMPT_PACK_HALLUCINATION_RISK_LOG.md`,no,"Create referenced file, fix path, or remove stale reference."
00_CODEX_START/CURRENT_KNOWN_PROBLEMS.md,02_HISTORY\hallucination_risk_logs\KNOWLEDGE_BASE_REFERENCE_DESIGN_SETUP_HALLUCINATION_RISK_LOG.md`,no,"Create referenced file, fix path, or remove stale reference."
00_CODEX_START/CURRENT_KNOWN_PROBLEMS.md,02_HISTORY\hallucination_risk_logs\MCU_DATASHEET_TREE_UPGRADE_HALLUCINATION_RISK_LOG.md`,no,"Create referenced file, fix path, or remove stale reference."
00_CODEX_START/CURRENT_KNOWN_PROBLEMS.md,02_HISTORY\hallucination_risk_logs\MICROCONTROLLER_FAMILY_CONTENT_GENERATOR_HALLUCINATION_RISK_LOG.md`,no,"Create referenced file, fix path, or remove stale reference."
00_CODEX_START/CURRENT_KNOWN_PROBLEMS.md,02_HISTORY\hallucination_risk_logs\PACKAGE_FAB_VENDOR_PROFILE_SETUP_HALLUCINATION_RISK_LOG.md`,no,"Create referenced file, fix path, or remove stale reference."
00_CODEX_START/CURRENT_KNOWN_PROBLEMS.md,02_HISTORY\hallucination_risk_logs\PLAYWRIGHT_BATCH_RESEARCH_EXPANSION_HALLUCINATION_RISK_LOG.md`,no,"Create referenced file, fix path, or remove stale reference."
00_CODEX_START/CURRENT_KNOWN_PROBLEMS.md,02_HISTORY\hallucination_risk_logs\PLAYWRIGHT_PILOT_RESEARCH_HALLUCINATION_RISK_LOG.md`,no,"Create referenced file, fix path, or remove stale reference."
00_CODEX_START/CURRENT_KNOWN_PROBLEMS.md,02_HISTORY\hallucination_risk_logs\PLAYWRIGHT_RESEARCH_PIPELINE_HALLUCINATION_RISK_LOG.md`,no,"Create referenced file, fix path, or remove stale reference."
00_CODEX_START/CURRENT_KNOWN_PROBLEMS.md,02_HISTORY\hallucination_risk_logs\PUBLIC_RELEASE_STRUCTURE_HALLUCINATION_RISK_LOG.md`,no,"Create referenced file, fix path, or remove stale reference."
00_CODEX_START/CURRENT_KNOWN_PROBLEMS.md,02_HISTORY\hallucination_risk_logs\README.md`,no,"Create referenced file, fix path, or remove stale reference."
00_CODEX_START/CURRENT_KNOWN_PROBLEMS.md,02_HISTORY\hallucination_risk_logs\SCHEMATIC_TO_PCB_GATE_SYSTEM_HALLUCINATION_RISK_LOG.md`,no,"Create referenced file, fix path, or remove stale reference."
00_CODEX_START/CURRENT_KNOWN_PROBLEMS.md,02_HISTORY\hallucination_risk_logs\STARTUP_CLOSEOUT_INDEX_WIRING_HALLUCINATION_RISK_LOG.md`,no,"Create referenced file, fix path, or remove stale reference."
00_CODEX_START/CURRENT_KNOWN_PROBLEMS.md,02_HISTORY\hallucination_risk_logs\STM32F1_PILOT_CONTENT_COMPLETION_HALLUCINATION_RISK_LOG.md`,no,"Create referenced file, fix path, or remove stale reference."
00_CODEX_START/CURRENT_KNOWN_PROBLEMS.md,02_HISTORY\hallucination_risk_logs\STM32_DATASHEET_TREE_CONTENT_COMPLETION_HALLUCINATION_RISK_LOG.md`,no,"Create referenced file, fix path, or remove stale reference."
00_CODEX_START/CURRENT_KNOWN_PROBLEMS.md,02_HISTORY\hallucination_risk_logs\STM32_SOURCE_LINK_RESEARCH_HALLUCINATION_RISK_LOG.md`,no,"Create referenced file, fix path, or remove stale reference."
00_CODEX_START/CURRENT_KNOWN_PROBLEMS.md,02_HISTORY\hallucination_risk_logs\STRUCTURE_EXPANSION_HALLUCINATION_RISK_LOG.md`,no,"Create referenced file, fix path, or remove stale reference."
00_CODEX_START/CURRENT_KNOWN_PROBLEMS.md,02_HISTORY\hallucination_risk_logs\SUPPLIER_CONNECTOR_STUBS_HALLUCINATION_RISK_LOG.md`,no,"Create referenced file, fix path, or remove stale reference."
00_CODEX_START/CURRENT_KNOWN_PROBLEMS.md,02_HISTORY\hallucination_risk_logs\SUPPLIER_DATASHEET_FOOTPRINT_FINAL_AUDIT_HALLUCINATION_RISK_LOG.md`,no,"Create referenced file, fix path, or remove stale reference."
00_CODEX_START/CURRENT_KNOWN_PROBLEMS.md,02_HISTORY\hallucination_risk_logs\SUPPLIER_FOOTPRINT_MATCH_HALLUCINATION_RISK_LOG.md`,no,"Create referenced file, fix path, or remove stale reference."
00_CODEX_START/CURRENT_KNOWN_PROBLEMS.md,02_HISTORY\hallucination_risk_logs\SUPPLIER_INGESTION_SYSTEM_HALLUCINATION_RISK_LOG.md`,no,"Create referenced file, fix path, or remove stale reference."
00_CODEX_START/CURRENT_KNOWN_PROBLEMS.md,02_HISTORY\hallucination_risk_logs\SUPPLIER_INGESTION_SYSTEM_REVALIDATION_HALLUCINATION_RISK_LOG.md`,no,"Create referenced file, fix path, or remove stale reference."
00_CODEX_START/CURRENT_KNOWN_PROBLEMS.md,02_HISTORY\hallucination_risk_logs\TEST_EXAMPLES_BENCHMARKS_SETUP_HALLUCINATION_RISK_LOG.md`,no,"Create referenced file, fix path, or remove stale reference."
00_CODEX_START/CURRENT_KNOWN_PROBLEMS.md,02_HISTORY\issue_logs\ESP32_CSI_WIFI_NODE_SCHEMATIC_ELECTRICAL_BLOCKERS_REMAIN_OPEN.md`,no,"Create referenced file, fix path, or remove stale reference."
00_CODEX_START/CURRENT_KNOWN_PROBLEMS.md,02_HISTORY\issue_logs\FINAL_PRODUCTION_STRUCTURE_PUBLIC_RELEASE_BLOCKERS.md`,no,"Create referenced file, fix path, or remove stale reference."
00_CODEX_START/CURRENT_KNOWN_PROBLEMS.md,02_HISTORY\issue_logs\FOOTPRINT_GAP_ANALYSIS_VERIFICATION_BACKLOG_OPEN.md`,no,"Create referenced file, fix path, or remove stale reference."
00_CODEX_START/CURRENT_KNOWN_PROBLEMS.md,02_HISTORY\issue_logs\MCU_DATASHEET_SUPPORT_FOLDERS_REMAIN_WEAK.md`,no,"Create referenced file, fix path, or remove stale reference."
00_CODEX_START/CURRENT_KNOWN_PROBLEMS.md,02_HISTORY\issue_logs\MISSING_VISUAL_VERIFICATION_WORKFLOW_DOC.md`,no,"Create referenced file, fix path, or remove stale reference."
00_CODEX_START/CURRENT_KNOWN_PROBLEMS.md,02_HISTORY\issue_logs\PLAYWRIGHT_BATCH_LIVE_CAPTURE_BLOCKED.md`,no,"Create referenced file, fix path, or remove stale reference."
00_CODEX_START/CURRENT_KNOWN_PROBLEMS.md,02_HISTORY\issue_logs\PLAYWRIGHT_RESEARCH_PIPELINE_LIVE_MODE_UNTESTED.md`,no,"Create referenced file, fix path, or remove stale reference."
00_CODEX_START/CURRENT_KNOWN_PROBLEMS.md,02_HISTORY\issue_logs\README.md`,no,"Create referenced file, fix path, or remove stale reference."
00_CODEX_START/CURRENT_KNOWN_PROBLEMS.md,02_HISTORY\issue_logs\SCHEMATIC_TO_PCB_GATE_BLOCKED_ESP32_CSI_WIFI_NODE.md`,no,"Create referenced file, fix path, or remove stale reference."
00_CODEX_START/CURRENT_KNOWN_PROBLEMS.md,02_HISTORY\issue_logs\STARTUP_CLOSEOUT_INDEX_WIRING_GIT_METADATA_UNAVAILABLE.md`,no,"Create referenced file, fix path, or remove stale reference."
00_CODEX_START/CURRENT_KNOWN_PROBLEMS.md,02_HISTORY\issue_logs\STM32F1_PILOT_REMAINING_VERIFICATION_BACKLOG.md`,no,"Create referenced file, fix path, or remove stale reference."
00_CODEX_START/CURRENT_KNOWN_PROBLEMS.md,02_HISTORY\issue_logs\SUPPLIER_CONNECTOR_LIVE_API_IMPLEMENTATION_PENDING.md`,no,"Create referenced file, fix path, or remove stale reference."
00_CODEX_START/CURRENT_KNOWN_PROBLEMS.md,02_HISTORY\issue_logs\SUPPLIER_DATASHEET_FOOTPRINT_PUBLIC_RELEASE_BLOCKERS.md`,no,"Create referenced file, fix path, or remove stale reference."
00_CODEX_START/CURRENT_KNOWN_PROBLEMS.md,02_HISTORY\known_agent_mistakes\EXAMPLE_ONLY_USB_C_CONNECTOR_FOOTPRINT_WRONG.md`,no,"Create referenced file, fix path, or remove stale reference."
00_CODEX_START/CURRENT_KNOWN_PROBLEMS.md,02_HISTORY\known_agent_mistakes\README.md`,no,"Create referenced file, fix path, or remove stale reference."
00_CODEX_START/CURRENT_KNOWN_PROBLEMS.md,02_HISTORY\quality_gate_failures\20260503_0754_ESP32_CSI_WIFI_NODE_SCHEMATIC_CHECKERS_GATE_FAILURE.md`,no,"Create referenced file, fix path, or remove stale reference."
00_CODEX_START/CURRENT_KNOWN_PROBLEMS.md,02_HISTORY\quality_gate_failures\ESP32_CSI_WIFI_NODE_CLOSE_UP_VISUAL_REVIEW_FAIL.md`,no,"Create referenced file, fix path, or remove stale reference."
00_CODEX_START/CURRENT_KNOWN_PROBLEMS.md,02_HISTORY\quality_gate_failures\ESP32_CSI_WIFI_NODE_SCHEMATIC_TO_PCB_GATE_FAIL_AFTER_ELECTRICAL_REPAIR.md`,no,"Create referenced file, fix path, or remove stale reference."
00_CODEX_START/CURRENT_KNOWN_PROBLEMS.md,02_HISTORY\quality_gate_failures\PLAYWRIGHT_BATCH_LIVE_CAPTURE_BLOCKED.md`,no,"Create referenced file, fix path, or remove stale reference."
00_CODEX_START/CURRENT_KNOWN_PROBLEMS.md,02_HISTORY\quality_gate_failures\README.md`,no,"Create referenced file, fix path, or remove stale reference."
00_CODEX_START/CURRENT_KNOWN_PROBLEMS.md,02_HISTORY\quality_gate_failures\SCHEMATIC_TO_PCB_GATE_BLOCKED_ESP32_CSI_WIFI_NODE.md`,no,"Create referenced file, fix path, or remove stale reference."
00_CODEX_START/CURRENT_KNOWN_PROBLEMS.md,02_HISTORY\quality_gate_failures\SUPPLIER_DATASHEET_FOOTPRINT_NOT_PRODUCTION_READY.md`,no,"Create referenced file, fix path, or remove stale reference."
00_CODEX_START/CURRENT_KNOWN_PROBLEMS.md,02_HISTORY\uncertainty_logs\20260502_230004_AI_quality_scripts_not_real_project_proven.md`,no,"Create referenced file, fix path, or remove stale reference."
00_CODEX_START/CURRENT_KNOWN_PROBLEMS.md,02_HISTORY\uncertainty_logs\20260503_0754_SCHEMATIC_ANNOTATION_COMPLETENESS_CHECKERS_UNCERTAINTY.md`,no,"Create referenced file, fix path, or remove stale reference."
00_CODEX_START/CURRENT_KNOWN_PROBLEMS.md,02_HISTORY\uncertainty_logs\20260503_0810_SCHEMATIC_VISUAL_AUTOCROP_UNCERTAINTY.md`,no,"Create referenced file, fix path, or remove stale reference."
00_CODEX_START/CURRENT_KNOWN_PROBLEMS.md,02_HISTORY\uncertainty_logs\ACCURACY_ENGINE_AND_AI_QUALITY_SETUP_UNCERTAINTY_LOG.md`,no,"Create referenced file, fix path, or remove stale reference."
00_CODEX_START/CURRENT_KNOWN_PROBLEMS.md,02_HISTORY\uncertainty_logs\COMPONENT_DATABASE_CORE_SETUP_UNCERTAINTY_LOG.md`,no,"Create referenced file, fix path, or remove stale reference."
00_CODEX_START/CURRENT_KNOWN_PROBLEMS.md,02_HISTORY\uncertainty_logs\ESP32_CSI_WIFI_NODE_SCHEMATIC_ELECTRICAL_BLOCKERS_UNCERTAINTY_LOG.md`,no,"Create referenced file, fix path, or remove stale reference."
00_CODEX_START/CURRENT_KNOWN_PROBLEMS.md,02_HISTORY\uncertainty_logs\FINAL_PRODUCTION_STRUCTURE_AUDIT_UNCERTAINTY_LOG.md`,no,"Create referenced file, fix path, or remove stale reference."
00_CODEX_START/CURRENT_KNOWN_PROBLEMS.md,02_HISTORY\uncertainty_logs\FOOTPRINT_GAP_ANALYSIS_UNCERTAINTY_LOG.md`,no,"Create referenced file, fix path, or remove stale reference."
00_CODEX_START/CURRENT_KNOWN_PROBLEMS.md,02_HISTORY\uncertainty_logs\FULL_KICAD_PIPELINE_PROMPT_PACK_UNCERTAINTY_LOG.md`,no,"Create referenced file, fix path, or remove stale reference."
00_CODEX_START/CURRENT_KNOWN_PROBLEMS.md,02_HISTORY\uncertainty_logs\KNOWLEDGE_BASE_REFERENCE_DESIGN_SETUP_UNCERTAINTY_LOG.md`,no,"Create referenced file, fix path, or remove stale reference."
00_CODEX_START/CURRENT_KNOWN_PROBLEMS.md,02_HISTORY\uncertainty_logs\LIBRARY_FACTORY_SETUP_UNCERTAINTY_LOG.md`,no,"Create referenced file, fix path, or remove stale reference."
00_CODEX_START/CURRENT_KNOWN_PROBLEMS.md,02_HISTORY\uncertainty_logs\MCU_DATASHEET_TREE_UPGRADE_UNCERTAINTY_LOG.md`,no,"Create referenced file, fix path, or remove stale reference."
00_CODEX_START/CURRENT_KNOWN_PROBLEMS.md,02_HISTORY\uncertainty_logs\MICROCONTROLLER_FAMILY_CONTENT_GENERATOR_UNCERTAINTY_LOG.md`,no,"Create referenced file, fix path, or remove stale reference."
00_CODEX_START/CURRENT_KNOWN_PROBLEMS.md,02_HISTORY\uncertainty_logs\PACKAGE_FAB_VENDOR_PROFILE_SETUP_UNCERTAINTY_LOG.md`,no,"Create referenced file, fix path, or remove stale reference."
00_CODEX_START/CURRENT_KNOWN_PROBLEMS.md,02_HISTORY\uncertainty_logs\PLAYWRIGHT_BATCH_RESEARCH_EXPANSION_UNCERTAINTY_LOG.md`,no,"Create referenced file, fix path, or remove stale reference."
00_CODEX_START/CURRENT_KNOWN_PROBLEMS.md,02_HISTORY\uncertainty_logs\PLAYWRIGHT_PILOT_RESEARCH_UNCERTAINTY_LOG.md`,no,"Create referenced file, fix path, or remove stale reference."
00_CODEX_START/CURRENT_KNOWN_PROBLEMS.md,02_HISTORY\uncertainty_logs\PLAYWRIGHT_RESEARCH_PIPELINE_UNCERTAINTY_LOG.md`,no,"Create referenced file, fix path, or remove stale reference."
00_CODEX_START/CURRENT_KNOWN_PROBLEMS.md,02_HISTORY\uncertainty_logs\PUBLIC_RELEASE_STRUCTURE_UNCERTAINTY_LOG.md`,no,"Create referenced file, fix path, or remove stale reference."
